external_id,eng_name,name_ko,short_name_ko
26,Argentina,아르헨티나,아르헨
20,Australia,호주,호주
1,Belgium,벨기에,벨기에
6,Brazil,브라질,브라질
1530,Cameroon,카메룬,카메룬
5529,Canada,캐나다,캐나다
29,Costa Rica,코스타리카,코스타리카
3,Croatia,크로아티아,크로아티아
21,Denmark,덴마크,덴마크
2382,Ecuador,에콰도르,에콰도르
10,England,잉글랜드,잉글랜드
2,France,프랑스,프랑스
25,Germany,독일,독일
1504,Ghana,가나,가나
22,Iran,이란,이란
12,Japan,일본,일본
16,Mexico,멕시코,멕시코
31,Morocco,모로코,모로코
1118,Netherlands,네덜란드,네덜란드
24,Poland,폴란드,폴란드
27,Portugal,포르투갈,포르투갈
1569,Qatar,카타르,카타르
23,Saudi Arabia,사우디아라비아,사우디
13,Senegal,세네갈,세네갈
14,Serbia,세르비아,세르비아
17,South Korea,대한민국,한국
9,Spain,스페인,스페인
15,Switzerland,스위스,스위스
28,Tunisia,튀니지,튀니지
7,Uruguay,우루과이,우루과이
2384,USA,미국,미국
767,Wales,웨일스,웨일스
